0.29637	-0.34	1.55	-0.1	99420.73207	0	-2	-6	284	-221	-1161	150	-4.3	52	36.11
0.30258	-1.03	0.51	0.96	99412.61019	4	2	0	268	-223	-1173	149.2	-4.4	51.9	36.11
0.30012	-1.59	1.86	0.22	99415.81749	1	-9	-5	260	-226	-1167	149.1	-4.4	52	36.11
0.30324	0.61	1.13	0.19	99411.75191	1	11	-1	259	-219	-1162	150.4	-4.4	52	36.11
0.29802	1.1	1.63	0.07	99418.56585	2	-6	-2	270	-230	-1163	152.9	-4.4	51.9	36.11
0.3	1.99	1.89	-1.75	99415.97428	1	4	-2	274	-201	-1159	153.8	-4.4	51.9	36.11
0.29922	-0.49	1.54	-1.98	99416.99418	2	-4	-2	258	-226	-1157	151.8	-4.4	51.9	36.12
0.30471	-0.98	-0.29	-1.75	99409.84365	0	5	0	261	-228	-1158	147.8	-4.3	51.9	36.12
0.30393	0.43	-0.32	1.85	99410.85562	5	0	-1	256	-223	-1175	145.5	-4.3	51.9	36.12
0.29637	0.44	-0.05	1	99420.73207	0	-8	-6	268	-233	-1156	141.4	-4.3	51.9	36.11
0.29733	1.64	-1.72	1.22	99419.47099	1	12	0	265	-224	-1151	141.8	-4.3	51.9	36.11
0.29547	-0.31	-0.33	-0.43	99421.91619	5	-15	-6	288	-219	-1149	140.1	-4.3	51.9	36.12
0.2973	0.13	1.56	-0.04	99419.51037	2	15	2	277	-207	-1158	141.2	-4.3	51.9	36.12
0.29481	-0.38	-0.48	0.04	99422.78569	3	-7	-3	270	-240	-1138	144.9	-4.3	51.8	36.12
0.30261	0.96	-1.76	1.42	99412.57116	2	0	-11	274	-218	-1162	151.1	-4.3	51.9	36.12
0.29889	1.73	-1.13	0.25	99417.42607	4	-15	-1	251	-228	-1164	154.9	-4.3	51.8	36.13
0.30084	1.87	-1.86	-1.81	99414.87741	1	-10	-9	274	-224	-1152	140.6	-4.3	51.9	36.13
0.29574	-1.74	0.24	-1.48	99421.56077	-11	37	-5	277	-236	-1148	117.5	-4.3	52.1	36.13
0.29772	1.54	-1.47	-0.24	99418.95926	11	-36	0	274	-232	-1150	107.7	-4.3	51.6	36.13
0.30489	-1.86	-1.96	0.14	99409.6103	-5	-3	-13	273	-207	-1159	101.5	-4.3	52.2	36.13
0.30012	1.14	0.12	1.3	99415.81749	2	8	0	265	-228	-1170	103.9	-4.3	51.8	36.13
0.30057	-0.96	-1.91	0.57	99415.22981	3	-34	-8	263	-235	-1167	111.5	-4.3	52	36.13
0.30387	0.01	0.46	0.42	99410.93352	0	39	1	274	-224	-1172	113.6	-4.3	52	36.13
0.30348	-1.67	1.2	-0.22	99411.44004	3	-46	-1	265	-235	-1153	109.4	-4.3	51.8	36.13
0.30204	0.75	-0.72	0.35	99413.31311	0	21	-1	274	-226	-1159	112.6	-4.3	52.2	36.13
0.30531	0.24	-0.68	-0.61	99409.06609	9	-35	-19	294	-228	-1169	110	-4.3	51.9	36.13
0.3021	-0.7	-0.32	0.76	99413.23498	4	10	-3	349	-240	-1178	107.3	-4.3	51.9	36.13
0.30363	1.88	1.66	-0.15	99411.24519	1	-20	-11	340	-218	-1172	123.2	-4.3	51.9	36.14
0.30078	0.89	1.59	1.17	99414.95571	1	23	-1	-278	-228	-1162	143.9	-4.3	52	36.14
0.30456	-0.43	-0.94	-1.03	99410.03816	2	-20	-9	-729	-224	-1172	161.8	-4.3	51.9	36.14
0.30069	-1.72	1.27	0.82	99415.07317	1	8	-5	-953	-236	-1172	169	-4.3	52	36.14
0.2976	-0.85	1	-0.8	99419.11668	2	0	0	-1009	-232	-1156	171.1	-4.3	52	36.14
0.30432	1.58	-0.47	-1.2	99410.34947	0	13	-13	-961	-207	-1161	175.2	-4.3	51.9	36.14
0.2955	-1.98	1.35	-1.38	99421.87669	5	-13	0	-727	-228	-1173	167.3	-4.3	51.9	36.14
0.29901	0.24	1.93	1.23	99417.26899	0	0	-8	-676	-235	-1167	160.8	-4.3	51.9	36.14
0.30069	-0.26	-1.59	0.72	99415.07317	1	5	1	-238	-224	-1162	182.8	-4.3	51.9	36.14
0.30273	0.23	-1.05	-1.95	99412.41504	5	-2	-1	-239	-235	-1163	184	-4.3	51.9	36.14
0.49647	14.71428571	17.51	0.447142857	99191.40645	-2173	3361	2010	-416	-416	-1103	176.1	-4.8	40.6	36.15
1.09725	18.25210084	21.72	0.482521008	98700.58284	97	1842	3170	-765	-765	-954	164.6	-5.4	22.6	36.15
2.1345	16.49579832	19.63	0.464957983	98108.69314	8366	975	877	-920	-920	-762	146	-6.3	9.5	36.15
20.69288	0.26	-9.59	-0.43	93688.5134	1993	-3155	-848	-891	-891	-550	142.4	-7.5	13.4	36.15
21.81008	-1.33	-9.43	-0.04	93515.04773	6676	2947	944	-794	-794	-265	187.1	-9	14.5	36.15
22.73128	-0.14	-10.09	0.04	93375.33046	133	-1469	-254	-840	-840	258	205	-10.6	3.3	36.15
23.45648	0.69	-8.93	1.42	93267.32084	5454	1746	277	-834	-834	363	193	-12.3	3.2	36.16
23.98568	1.31	-10.28	0.25	93189.55318	129	-1470	120	-842	-842	822	139.7	-14	0.7	36.16
24.31888	1.74	-8.53	-1.81	93141.02788	4620	1061	-20	-885	-885	811	121.1	-15.5	-3.2	36.16
24.45608	1.42	-10.3	-1.48	93121.14356	662	-877	-238	-836	-836	1087	135.7	-17.1	-0.3	36.16
24.39728	0.95	-9.61	-0.24	93129.65857	1081	-547	161	-956	-956	976	139.2	-18.5	-9.1	36.16
24.14248	1.72	-10.46	0.14	93166.67604	2930	406	-243	-912	-912	1041	129.9	-19.8	-4	36.16
23.69168	-0.18	-9.39	1.3	93232.65027	-817	-1380	135	-982	-982	960	116.5	-20.9	-10.4	36.16
23.04488	0.05	-9.99	0.57	93328.41525	3944	779	-66	-1010	-1010	897	135.1	-21.8	-10.1	36.16
22.20208	0.34	-9.6	0.42	93455.23981	-2013	5179	-2531	-907	-907	967	145.9	-22.6	-2.9	36.16
21.16328	1.7	-9.72	-0.22	93614.91826	627	-2033	1642	-994	-994	871	165.4	-23.2	-10	36.16
19.92848	0.77	-8.69	0.35	93809.91303	1589	-232	1574	-1124	-1124	715	165.9	-23.5	-20.5	36.16
18.49768	-1.36	-9.4	-0.61	94043.57898	-8304	1349	1599	-1124	-1124	719	149.8	-23.6	-24.6	36.17
16.87088	0.57	-9.18	0.76	94320.52498	-21334	-1769	260	-993	-993	-160	141.1	-23.2	-19.6	36.17
15.04808	-1.65	-10.24	-0.15	94647.22307	-11139	3920	2821	-1171	-1171	-299	154.5	-22.5	-31.7	36.18
13.02928	-1.54	-9.63	1.17	95033.10198	-6581	2982	5230	-1227	-1227	454	180.1	-21.3	-62.1	36.17
10.81448	-1.72	-9.31	-1.03	95492.69322	-5396	-323	5260	-853	-853	329	198.2	-19.7	-47.1	36.17
8.40368	1.59	-8.6	0.82	96050.4172	-4260	243	4030	-349	-349	-146	178.1	-17.4	-22.4	36.18
5.79688	-1.65	-9.16	-0.8	96753.59083	192	-1024	4915	268	268	-523	86.7	-14.6	5.3	36.18
2.99408	-1.54	-9.97	-1.2	97723.14044	-870	265	-1329	467	467	-410	82.8	-11	10.2	36.18
0.29902	-1.72	-8.77	0.14	99417.2559	345	-106	-107	352	352	-437	150.4	-6.9	3.7	36.19
0.22062	-36.22	88.82	-8.248621849	99527.65509	-193	-38	57	347	347	-455	203.1	-2.1	2.6	36.19
0.1	-3.1	-0.8	-0.61	99418.56585	7	8	45	356	356	-455	266.5	3	1	36.19
0.3	-0.78	-0.1	0.76	99415.97428	-11	-5	-14	337	337	-440	271.8	8.4	-0.1	36.19
0.1	0.26	1.14	-0.15	99416.99418	9	1	-10	340	340	-452	285.4	13.7	-1.2	36.19
0.1	-0.03	-0.96	1.17	99409.84365	6	0	-6	345	345	-439	346.4	18.8	-2	36.19
0.1	-0.14	0.01	-1.03	99410.85562	-2	0	-5	363	363	-443	289.9	23.3	-2.8	36.19
0.2	1.33	-1.67	0.82	99420.73207	0	0	-3	360	360	-445	287.2	27.6	-3.5	36.19
0.1	0.95	0.75	-0.8	99419.47099	-1	0	-2	360	360	-449	203.1	31.1	-4	36.2
0.1	0.57	0.24	0.14	99421.91619	-1	0	-3	349	349	-439	266.5	33.9	-4.4	36.2
0.2	-0.14	-0.7	1.3	99419.51037	0	0	-3	351	351	-440	271.8	36.1	-4.8	36.2
